id,regionname,countryname,prodline,lendinginstr,productlinetype,status,project_name,boardapprovaldate,totalamt,countryname2
P132585,East Asia and Pacific,Republic of Indonesia,RE,Investment Project Financing,L,Closed,ID-TF HEALTHY AND BRIGHT GENERATION (GENERASI),2013,0,Indonesia
P125302,South Asia,People's Republic of Bangladesh,RE,Investment Project Financing,L,Closed,Bangladesh: Safe Migration for Bangladeshi Workers,2013,0,Bangladesh
P143915,Africa,Republic of South Sudan,PE,Investment Project Financing,L,Closed,Safety Net and Skills Development,2013,21000000,South Sudan
P143382,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Tamil Nadu and Puducherry Coastal Disaster Risk Reduction Project,2013,236000000,India
P144324,Latin America and Caribbean,Republic of Honduras,PE,Specific Investment Loan,L,Closed,HN RURAL INFRASTRUCTURE PROJECT (AF),2013,20000000,Honduras
P144357,Latin America and Caribbean,Republic of Honduras,PE,Specific Investment Loan,L,Closed,HN AF WSS Modernization,2013,10000000,Honduras
P117635,Africa,Republic of Kenya,PE,Investment Project Financing,L,Active,Kenya Water Security and Climate Resilience Project,2013,155000000,Kenya
P125866,Africa,Republic of Mali,PE,Development Policy Lending,L,Closed,Mali RRSC,2013,50000000,Mali
P127208,Latin America and Caribbean,Republic of Haiti,PE,Development Policy Lending,L,Closed,Economic Reconstruction and Growth Development Policy Credit,2013,20000000,Haiti
P130459,Europe and Central Asia,Republic of Poland,PE,Development Policy Lending,L,Closed,Development Policy Loan 2,2013,1307800000,Poland
P120397,South Asia,Islamic  Republic of Afghanistan,RE,Investment Project Financing,L,Closed,Afghanistan Agricultural Inputs Project (AAIP),2013,0,Afghanistan
P122642,South Asia,Islamic  Republic of Afghanistan,PE,Emergency Recovery Loan,L,Closed,Afghanistan: Safety Nets and Pensions Support Project - AF,2013,12500000,Afghanistan
P133333,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Senegal Quality and Equity of Basic Education,2013,20000000,Senegal
P133729,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,Indonesia Phase II: EITI Implementation,2013,0,Indonesia
P145948,Other,World,RE,Investment Project Financing,L,Closed,Road Traffic Safety Research in Low and Middle Income Countries Project,2013,0,World
P131815,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,ID-TF PNPM Pro-Poor Planning; Budgeting and Monitoring Program,2013,0,Indonesia
P129769,Africa,Republic of Ghana,PE,Technical Assistance Loan,L,Closed,Natural Resources and Environmental Governance Technical Assistance,2013,5000000,Ghana
P143715,Middle East and North Africa,Republic of Yemen,RE,Specific Investment Loan,L,Closed,SME Revitalization and Employment Pilot Project,2013,0,Yemen
P119063,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,GH-GAMA Sanitation and Water Project,2013,150000000,Ghana
P123394,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Closed,Punjab Health Sector Reform Project,2013,100000000,Pakistan
P128909,Africa,Republic of Liberia,PE,Investment Project Financing,L,Active,Liberia Health Systems Strengthening,2013,10000000,Liberia
P132831,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,PNPM Creative Communities II,2013,0,Indonesia
P133184,Africa,Republic of Zambia,PE,Investment Project Financing,L,Active,Lusaka Transmission and Distribution Rehabilitation Project,2013,105000000,Zambia
P133445,Africa,Republic of Liberia,PE,Investment Project Financing,L,Active,Liberia  Accelerated Electricity Expansion Project (LACEEP),2013,35000000,Liberia
P133663,Africa,Republic of Malawi,PE,Development Policy Lending,L,Closed,Malawi Economic Recovery Development Policy Operation 1,2013,50000000,Malawi
P123503,Africa,Republic of Mali,RE,Investment Project Financing,L,Closed,Mali Emergency Education For All Project,2013,0,Mali
P133005,Africa,Republic of Uganda,PE,Adaptable Program Loan,L,Closed,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,2013,12000000,Uganda
P123706,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,L,Active,Improving Maternal and Child Health through Integrated Social Services,2013,70000000,Haiti
P123974,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,L,Active,Haiti Business Development and Investment Project,2013,20000000,Haiti
P133637,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Yemen Public Finance Modernization Project - Additional Financing,2013,5000000,Yemen
P130339,South Asia,Republic of India,PE,Investment Project Financing,L,Active,India Second Kerala State Transport Project,2013,216000000,India
P119039,South Asia,Republic of India,PE,Investment Project Financing,L,Closed,India Low-Income Housing Finance,2013,100000000,India
P145114,Africa,Republic of Rwanda,PE,Development Policy Lending,L,Closed,Quality of Decentralized Service Delivery Support Development Policy Operation,2013,50000000,Rwanda
P132743,South Asia,People's Republic of Bangladesh,PE,Technical Assistance Loan,L,Closed,Additional Finaning of Public Procurement Reform Project II,2013,34500000,Bangladesh
P127254,Africa,Republic of Zambia,RE,Investment Project Financing,L,Active,Zambia Strengthening Climate Resilience (PPCR Phase II),2013,0,Zambia
P130413,Europe and Central Asia,Georgia,PE,Investment Project Financing,L,Active,Fourth East West Highway Improvement Project,2013,75000000,Georgia
P130471,Africa,Republic of Uganda,PE,Investment Project Financing,L,Active,Competitiveness and Enterprise Development Project (CEDP),2013,100000000,Uganda
P129486,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Active,Add. Fin. - Third Water Supply and Sanitation for Low Income Communities (Community Based Water Supply/PAMSIMAS II),2013,99900000,Indonesia
P130299,South Asia,Republic of India,PE,Investment Project Financing,L,Active,National AIDS Control Support Project,2013,255000000,India
P127328,Africa,Republic of Mali,PE,Investment Project Financing,L,Active,Emergency Safety Nets project (Jigis&#233;m&#233;jiri),2013,70000000,Mali
P114949,Africa,Republic of Zambia,PE,Investment Project Financing,L,Closed,Zambia Water Resources Development Project,2013,50000000,Zambia
P129489,Africa,Republic of Mozambique,PE,Development Policy Lending,L,Closed,MZ First Agriculture Development Policy Operation AgDPO-1,2013,50000000,Mozambique
P127303,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Mozambique - Integrated Growth Poles Project,2013,100000000,Mozambique
P131049,Africa,Republic of Mozambique,RE,Investment Project Financing,L,Active,Climate Resilience: Transforming Hydro-Meteorological Services,2013,0,Mozambique
P133572,Other,World,RE,Technical Assistance Loan,L,Closed,National Human and Animal Health Systems Assessment Tools and Bridges,2013,0,World
P145434,Middle East and North Africa,Republic of Yemen,RE,Technical Assistance Loan,L,Closed,Yemen: Preparation of SREP Investment Plan,2013,0,Yemen
P143841,South Asia,Islamic  Republic of Afghanistan,RE,Investment Project Financing,L,Active,Afghanistan: National Horticulture and Livestock Productivity Project,2013,0,Afghanistan
P127801,Latin America and Caribbean,Republic of Peru,PE,Specific Investment Loan,L,Closed,PE AF Sierra Rural Development Project,2013,20000000,Peru
P133699,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Additional Financing for Social Fund for Development IV,2013,25000000,Yemen
P121842,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,Research and Innovation in Science and Technology Project,2013,95000000,Indonesia
P129524,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,MZ-Social Protection project,2013,50000000,Mozambique
P117876,Africa,Republic of Uganda,PE,Program-for-Results Financing,L,Active,Uganda Support to Municipal Infrastructure Development Program,2013,150000000,Uganda
P127079,Africa,Republic of South Sudan,PE,Investment Project Financing,L,Closed,Local Governance and Service Delivery Project,2013,50000000,South Sudan
P129847,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Mozambique Mining and Gas Technical Assistance Project,2013,50000000,Mozambique
P130873,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,Agricultural Competitiveness and Diversification Project,2013,20000000,Mali
P132742,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Active,Afghanistan - Second Skills Development Project,2013,55000000,Afghanistan
P125952,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Closed,Pakistan: Second Sindh Education Sector Project,2013,400000000,Pakistan
P131666,Africa,Republic of Rwanda,PE,Development Policy Lending,L,Closed,Rwanda Second Support to Social Protection System,2013,50000000,Rwanda
P130878,Africa,Republic of Malawi,RE,Investment Project Financing,L,Closed,Financial Reporting and Oversight Improvement Project,2013,0,Malawi
P129663,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Closed,Afghanistan: System Enhancement for Health Action in Transition Project,2013,100000000,Afghanistan
P126489,Africa,Republic of Rwanda,PE,Specific Investment Loan,L,Closed,Rwanda Electricity Access additional Financing,2013,60000000,Rwanda
P125135,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,RY-Road Asset Management Project,2013,40000000,Yemen
P130853,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Yemen: Second Basic Education Development Project,2013,66000000,Yemen
P133811,Middle East and North Africa,Republic of Yemen,PE,Emergency Recovery Loan,L,Closed,Emergency Crisis Recovery Project,2013,100000000,Yemen
P143324,Africa,Republic of Uganda,RE,Investment Project Financing,L,Closed,An Innovative; Integrated Approach to Enhance Smallholder Family Nutrition,2013,0,Uganda
P127015,South Asia,People's Republic of Bangladesh,RE,Specific Investment Loan,L,Closed,Climate Resilient Participatory Afforestation and Reforestation Project,2013,0,Bangladesh
P125477,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Mozambique Nutrition Additional Financing,2013,37000000,Mozambique
P128434,Africa,Republic of Mozambique,PE,Development Policy Lending,L,Closed,Mozambique Climate Change Development Policy Operation,2013,50000000,Mozambique
P123151,Latin America and Caribbean,Republic of Peru,PE,Investment Project Financing,L,Closed,Basic Education Project,2013,25000000,Peru
P130835,South Asia,Islamic Republic of Pakistan,RE,Investment Project Financing,L,Active,KP Southern Area Development Project,2013,0,Pakistan
P144607,Middle East and North Africa,Republic of Yemen,RE,Technical Assistance Loan,L,Closed,MNXTA: Yemen Enhancing Governance through Procurement,2013,0,Yemen
P128284,Africa,Republic of Senegal,PE,Development Policy Lending,L,Closed,SN- First Governance and Growth Support Project,2012,55000000,Senegal
P131234,Europe and Central Asia,Ukraine,PE,Specific Investment Loan,L,Closed,DEVSTAT Additional Financing,2012,10000000,Ukraine
P131512,Africa,Republic of Kenya,RE,Investment Project Financing,L,Closed,Nairobi Sanitation Project,2012,0,Kenya
P130819,Latin America and Caribbean,Republic of Honduras,PE,Investment Project Financing,L,Closed,HN Safer Municipalities,2012,15000000,Honduras
P130972,Latin America and Caribbean,Republic of Colombia,PE,Development Policy Lending,L,Closed,Productive and Sustainable Cities Development Policy Loan,2012,150000000,Colombia
P131028,Latin America and Caribbean,Republic of Peru,PE,Development Policy Lending,L,Closed,PE Social Inclusion DPL,2012,45000000,Peru
P131029,Latin America and Caribbean,Republic of Peru,PE,Investment Project Financing,L,Closed,Social Inclusion TAL,2012,10000000,Peru
P131094,Latin America and Caribbean,Republic of Honduras,PE,Investment Project Financing,L,Active,Disaster Risk Management Project,2012,30000000,Honduras
P128832,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,VILLAGE INNOVATION PROGRAM (VIP),2012,650000000,Indonesia
P122194,Latin America and Caribbean,Republic of Peru,PE,Investment Project Financing,L,Closed,HIGHER EDUCATION QUALITY IMPROVEMENT,2012,25000000,Peru
P124006,East Asia and Pacific,Republic of Indonesia,PE,Development Policy Lending,L,Closed,First Connectivity Development Policy Loan,2012,100000000,Indonesia
P125405,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Closed,National Community  Empowerment Program In Urban Areas For 2012-2015,2012,266000000,Indonesia
P126162,East Asia and Pacific,Republic of Indonesia,PE,Development Policy Lending,L,Closed,Institutional; Tax Administration; Social and Investment (INSTANSI) DPL,2012,300000000,Indonesia
P130150,East Asia and Pacific,Republic of Indonesia,PE,Development Policy Lending,L,Closed,Financial sector and Investment climate Reform and Modernization DPL,2012,100000000,Indonesia
P131296,East Asia and Pacific,Republic of Indonesia,RE,Specific Investment Loan,L,Active,National Community  Empowerment Program In Urban Areas For 2012-2014,2012,0,Indonesia
P104901,South Asia,Republic of India,CN,Investment Project Financing,L,Closed,Himachal Pradesh Watershed Management Project,2012,0,India
P121019,Africa,Republic of Kenya,PE,Investment Project Financing,L,Active,Kenya Infrastructure Finance/PPP project,2012,40000000,Kenya
P105269,Africa,Republic of Kenya,PE,Investment Project Financing,L,Active,Judicial Performance Improvement,2012,120000000,Kenya
P129465,Latin America and Caribbean,Republic of Colombia,PE,Development Policy Lending,L,Closed,Second  Programmatic Fiscal Sustainability and Growth Resilience Development Policy Loan,2012,200000000,Colombia
P128966,South Asia,Islamic Republic of Pakistan,RE,Emergency Recovery Loan,L,Closed,MDTF FATA Emergency Rural Roads Project,2012,0,Pakistan
P129704,Europe and Central Asia,Ukraine,RE,Technical Assistance Loan,L,Closed,CTF in Ukraine,2012,0,Ukraine
P130421,Europe and Central Asia,Georgia,PE,Investment Project Financing,L,Active,Second Regional Development Project,2012,30000000,Georgia
P131236,Middle East and North Africa,Republic of Yemen,RE,Emergency Recovery Loan,L,Closed,Emergency Targeted Nutrition Intervention,2012,0,Yemen
P130616,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,HP State Roads Project - Additional Financing,2012,61700000,India
P131767,Africa,Republic of Senegal,RE,Specific Investment Loan,L,Closed,Community Peacebuilding Initiatives in Casamance; Senegal,2012,0,Senegal
P128551,Europe and Central Asia,Ukraine,RE,Technical Assistance Loan,L,Closed,Partnership for Market Readiness in Ukraine,2012,0,Ukraine
P129381,Africa,Republic of Ghana,RE,Specific Investment Loan,L,Closed,Ghana Partnership for Education,2012,0,Ghana
P131387,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,Barefoot Engineers III,2012,0,Indonesia
P131394,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,BD: Reaching Out of School Children II,2012,130000000,Bangladesh
P132541,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Second Additional Financing for Third Partnership for Polio Eradication Project,2012,24000000,Pakistan
P127203,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,L,Active,Rebuilding Energy Infrastructure and Access,2012,90000000,Haiti
P130395,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,India:  Karnataka Health Systems Additional Financing,2012,70000000,India
P130749,Latin America and Caribbean,Republic of Haiti,PE,Emergency Recovery Loan,L,Active,AF Infrastructure & Institutions Emergency Recovery,2012,35000000,Haiti
P130944,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,AF - HP Mid-Himalayan Watershed Development Project,2012,37000000,India
P131763,Latin America and Caribbean,Republic of Guatemala,PE,Development Policy Lending,L,Closed,First Programmatic Development Policy Loan,2012,200000000,Guatemala
P102627,South Asia,Republic of India,PE,Investment Project Financing,L,Active,India - Bihar Panchayat Strengthening Project,2012,84000000,India
P123828,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Second Rural Transport Improvement Project,2012,302000000,Bangladesh
P127156,Europe and Central Asia,Ukraine,PE,Investment Project Financing,L,Active,SECOND ROAD AND SAFETY IMPROVEMENT PROJECT,2012,450000000,Ukraine
P129654,Africa,Republic of Liberia,PE,Specific Investment Loan,L,Active,Road Asset Management Project - Additional Financing,2012,50000000,Liberia
P131263,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Rural Electrification and Renewable Energy Development II (RERED II) Project,2012,155000000,Bangladesh
P122201,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Closed,BD:  Leveraging ICT Growth; Employment and Governance Project,2012,70000000,Bangladesh
P112901,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Closed,Pakistan Punjab Cities Governance Improvement Project,2012,150000000,Pakistan
P131266,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Punjab Land Records Management and Information Systems Project - Additional Financing,2012,70000000,Pakistan
P118916,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Closed,Indonesia Infrastructure Guarantee Fund Project,2012,29600000,Indonesia
P130412,Latin America and Caribbean,Republic of Guatemala,RE,Technical Assistance Loan,L,Closed,Strengthening the resilience capacity of Maya indigenous peoples and peasants to cope with food insecurity and CC in GT dry-corridor,2012,0,Guatemala
P131881,Africa,Republic of Zambia,RE,Technical Assistance Loan,L,Closed,Zambia - Extractive Industries Transparency Initiative Implementation Post Compliance I,2012,0,Zambia
P124041,South Asia,Republic of India,PE,Development Policy Lending,L,Closed,IN: Development Policy Loan (DPL) to Promote Inclusive Green Growth and Sustainable Development in Himachal Pradesh,2012,100000000,India
P121731,South Asia,Republic of India,PE,Investment Project Financing,L,Active,India: ICDS Systems Strengthening & Nutrition Improvement Program (ISSNIP),2012,106000000,India
P122486,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Karnataka Watershed Development II,2012,60000000,India
P128096,South Asia,Islamic Republic of Pakistan,RE,Emergency Recovery Loan,L,Closed,Pakistan: Promoting Girls' Education in Balochistan (PGEB),2012,0,Pakistan
P130632,East Asia and Pacific,Republic of Indonesia,RE,Specific Investment Loan,L,Closed,Improving Governance for Sustainable Indigenous Community Livelihoods in Forested Areas,2012,0,Indonesia
P121213,Africa,Republic of Liberia,RE,Specific Investment Loan,L,,DROPPED - LR: Road Asset Management Project - LIBRAMP,2012,0,Liberia
P117243,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Closed,Sustainable Management of Agricultural Research and Technology Dissemination (SMARTD),2012,80000000,Indonesia
P126321,Africa,Republic of Kenya,PE,Investment Project Financing,L,Closed,KENYA: NATIONAL URBAN TRANSPORT IMPROVEMENT PROJECT,2012,300000000,Kenya
P125565,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Electricity Sector Support Project,2012,85000000,Senegal
P129597,Europe and Central Asia,Georgia,PE,Development Policy Lending,L,Closed,First Competitiveness and Growth Development Policy Operation,2012,60000000,Georgia
P133815,South Asia,People's Republic of Bangladesh,RE,Specific Investment Loan,L,Closed,BANGLADESH - BUILDING SAFER CITIES BY IMPROVING EARTHQUAKE RESILIENCY,2012,0,Bangladesh
P125447,South Asia,People's Republic of Bangladesh,RE,Specific Investment Loan,L,Closed,Community Climate Change Project,2012,0,Bangladesh
P126155,Africa,Republic of Malawi,PE,Development Policy Lending,L,Closed,Malawi - Rapid Response Development Policy Grant,2012,50000000,Malawi
P129340,Latin America and Caribbean,Republic of Peru,RE,Technical Assistance Loan,L,Closed,PE Open Data Access,2012,0,Peru
P131648,Africa,Republic of Malawi,PE,Adaptable Program Loan,L,Closed,Second Additional Financing for the Third Social Action Fund Project,2012,50000000,Malawi
P131760,Africa,Republic of Malawi,PE,Adaptable Program Loan,L,Closed,Irrigation Rural Livelihoods and Agricultural Development Project AF II,2012,50000000,Malawi
P127302,Latin America and Caribbean,Republic of Colombia,RE,Technical Assistance Loan,L,Closed,SK Producciones - Youth Collective Group,2012,0,Colombia
P126583,Latin America and Caribbean,Republic of Colombia,PE,Development Policy Lending,L,Active,Second Disaster Risk Management DPL with Catastrophe Deferred Draw Down Option,2012,250000000,Colombia
P130648,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,ID-TF PNPM Community Facilitators Development Program (CFDP)-Phase III,2012,0,Indonesia
P129581,Africa,Republic of South Sudan,RE,Investment Project Financing,L,Closed,South Sudan Local Governance and Service Delivery Preparation,2012,0,South Sudan
P127253,South Asia,Islamic Republic of Pakistan,RE,Specific Investment Loan,L,Closed,Balochistan Disaster Management Project,2012,0,Pakistan
P125961,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Active,Afghanistan Rural Access Project,2012,125000000,Afghanistan
P128863,Europe and Central Asia,Georgia,PE,Specific Investment Loan,L,Closed,Third East West Highway Improvement Additional Financing,2012,43000000,Georgia
P131195,Africa,Republic of Mozambique,RE,Technical Assistance Loan,L,Closed,Mozambique Climate Change Technical Assistance Project,2012,0,Mozambique
P123204,Africa,Republic of Uganda,PE,Investment Project Financing,L,Closed,Water Management and Development Project,2012,135000000,Uganda
P132415,Latin America and Caribbean,Republic of El Salvador,RE,Technical Assistance Loan,L,Closed,EL SALVADOR: Agricultural and Energy Risk Management: An Integral Strategy to Cope with Drought and Food Insecurity,2012,0,El Salvador
P120108,Africa,Republic of Uganda,RE,Technical Assistance Loan,L,Closed,GPOBA: Uganda Energy for Rural Transformation,2012,0,Uganda
P127433,Europe and Central Asia,Republic of Poland,PE,Development Policy Lending,L,Closed,First Development Policy Loan,2012,991400000,Poland
P130396,Africa,Republic of South Sudan,RE,Emergency Recovery Loan,L,Closed,Southern Sudan Emergency Food Crisis Response Project (AF),2012,0,South Sudan
P117617,Africa,Republic of Malawi,PE,Investment Project Financing,L,Closed,Malawi: Shire River Basin Management Program (Phase-I) Project,2012,125000000,Malawi
P127866,Africa,Republic of Malawi,GE,Investment Project Financing,L,Closed,Shire River Basin Management Program (GEF),2012,0,Malawi
P113273,Africa,Republic of Liberia,PE,Investment Project Financing,L,Closed,LR Smallholder Tree Crop Revitalization Support Project,2012,15000000,Liberia
P130546,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Bihar Rural Livelihood Project Additional Financing,2012,100000000,India
P129284,Other,World,RE,Technical Assistance Loan,L,Closed,Capacity Building for Disaster Resilience Leadership,2012,0,World
P118028,South Asia,Islamic  Republic of Afghanistan,RE,Investment Project Financing,L,Closed,AF: ARTF-2nd Judicial Reform Project,2012,0,Afghanistan
P128680,Africa,Republic of Kenya,RE,Technical Assistance Loan,L,Closed,Kenya Climate Innovation Center,2012,0,Kenya
P130048,East Asia and Pacific,Republic of Indonesia,PE,Development Policy Lending,L,Closed,Program for Economic Resilience; Investment and Social Assistance in Indonesia,2012,2000000000,Indonesia
P122808,Africa,Republic of Ghana,PE,Development Policy Lending,L,Closed,Ghana Fourth Agriculture Development Policy Operation,2012,50000000,Ghana
P129672,Other,World,RE,Technical Assistance Loan,L,Closed,EERI Seismic Risk Reduction Knowledge and Capacity Building,2012,0,World
P126637,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Active,WATER AND SANITATION SERVICE IMPROVEMENT PROJECT - Additional Financing,2012,300000000,Kenya
P122841,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Stormwater Mgt. and Climate Change Adaptation Project,2012,55600000,Senegal
P107314,Africa,Republic of Kenya,PE,Investment Project Financing,L,Active,Nairobi Metropolitan Services Improvement Project,2012,300000000,Kenya
P110112,Africa,Republic of Malawi,GM,Specific Investment Loan,L,Closed,Effective Management of the Nkhotakota Wildlife Reserve,2012,0,Malawi
P128826,East Asia and Pacific,Republic of Indonesia,RE,Specific Investment Loan,L,Closed,ID - Partnership for Market Readiness,2012,0,Indonesia
P126349,Africa,Republic of Zambia,PE,Development Policy Lending,L,Closed,Zambia Third Poverty Reduction Support Credit,2012,30000000,Zambia
P124729,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Active,MZ- AF to Education Sector Support Project,2012,40000000,Mozambique
P132551,Africa,Republic of Mozambique,RE,Specific Investment Loan,L,Closed,Mozambique - Maputo Peri-urban Sanitation,2012,0,Mozambique
P122594,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Labor Intensive Public Works Project,2012,61000000,Yemen
P125958,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Pakistan: Second Punjab Education Sector Project,2012,350000000,Pakistan
P129000,Africa,Republic of South Sudan,SF,Emergency Recovery Loan,L,Closed,South Sudan Rural Roads Project (SSRRP),2012,0,South Sudan
P120589,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Natural Gas Efficiency Project,2012,200000000,Pakistan
P119160,Middle East and North Africa,Republic of Yemen,RE,Specific Investment Loan,L,Closed,RY-Biogas Digesters: An Integrated Solution for Poverty Alleviation and Climate Change Mitigation in Yemen,2012,0,Yemen
P124674,East Asia and Pacific,Republic of Indonesia,RE,Investment Project Financing,L,Closed,Disaster Risk Management Program for The Third National Program For Community Empowerment in Urban Areas,2012,0,Indonesia
P130909,East Asia and Pacific,Republic of Indonesia,RE,Technical Assistance Loan,L,Closed,ID-TF PNPM GREEN Awareness Raising Project in Sumatera,2012,0,Indonesia
P127187,Africa,Republic of South Sudan,SF,Investment Project Financing,L,Closed,South Sudan Health Rapid Results Project,2012,0,South Sudan
P126426,South Asia,Islamic Republic of Pakistan,RE,Emergency Recovery Loan,L,Closed,Pakistan: Revitalizing Health Services in KP,2012,0,Pakistan
P125414,South Asia,Islamic Republic of Pakistan,RE,Emergency Recovery Loan,L,Closed,FATA Urban Centers Project (FUCP),2012,0,Pakistan
P126833,South Asia,Islamic Republic of Pakistan,RE,Investment Project Financing,L,Closed,FATA Rural Livelihoods and Community Infrastructure Project (RLCIP),2012,0,Pakistan
P123201,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Cities and Climate Change,2012,120000000,Mozambique
P127380,Africa,Republic of Kenya,PE,Adaptable Program Loan,L,Closed,Kenya - KTCIP/Additional Financing  (RCIP 1),2012,55100000,Kenya
P129398,Africa,Republic of Senegal,PE,Adaptable Program Loan,L,Closed,Additional Financing Nutrition Enhancement Project (PRN2),2012,10000000,Senegal
P130464,Other,World,RE,Learning and Innovation Loan,L,Closed,Co-incubation Pilot Program Grant (GLO2c),2012,0,World
P129544,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,Additional Financing for Ghana Urban Water Project,2012,50000000,Ghana
P124614,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Rajasthan Agricultural Competitiveness Project,2012,109000000,India
P125237,Africa,Republic of Malawi,PE,Investment Project Financing,L,Closed,Malawi Nutrition and HIV/AIDS Project,2012,80000000,Malawi
P125595,Africa,Republic of Ghana,PE,Investment Project Financing,L,Closed,Ghana - PPP Project,2012,30000000,Ghana
P127301,Latin America and Caribbean,Republic of Colombia,RE,Technical Assistance Loan,L,Closed,Labor Inclusion Model for Intellectually Challenged Youth (GFYI),2012,0,Colombia
P114264,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Ghana Commercial Agriculture,2012,100000000,Ghana
P128576,Africa,Republic of Malawi,PE,Specific Investment Loan,L,Closed,Additional Financing to the Malawi Agricultural Development Program Support Project,2012,30000000,Malawi
P122269,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Closed,BD Rural Water Supply and Sanitation Project,2012,75000000,Bangladesh
P118445,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,India: Secondary Education Project,2012,500000000,India
P115893,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,Tarbela Fourth Extension Hydropower Project,2012,840000000,Pakistan
P125999,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,PK Punjab Irrig Agri Productivity Improvement Program Project,2012,250000000,Pakistan
P126033,Europe and Central Asia,Georgia,PE,Investment Project Financing,L,Closed,Regional Development Project,2012,60000000,Georgia
P126877,Africa,Republic of Rwanda,PE,Development Policy Lending,L,Closed,RW-Support to Social Protection System,2012,40000000,Rwanda
P126226,Africa,Republic of Mozambique,PE,Development Policy Lending,L,Closed,Eighth Poverty Reduction Support Credit (PRSC8),2012,110000000,Mozambique
P122204,Europe and Central Asia,Georgia,PE,Investment Project Financing,L,Closed,Second Secondary and Local Roads Project (SLRP II),2012,70000000,Georgia
P107648,South Asia,Republic of India,PE,Investment Project Financing,L,Active,National Dairy Support Project,2012,352000000,India
P096018,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Assam State Roads Project,2012,320000000,India
P130785,Africa,Republic of Kenya,RE,Specific Investment Loan,L,Closed,Accelerating Rural Women's Access to Markets and Trade,2012,0,Kenya
